X,Y,label
139.53810766900006,-29.882292958999983,1
139.64746493400003,-30.003831987999945,1
139.3628149420001,-30.203942998999935,1
139.3485600260001,-30.223730014999944,1
139.70081780700002,-29.943099977999964,1
139.46224199200003,-30.135653025999943,1
139.57370969800002,-29.903274959999976,1
