DEM_9s_dx,DEM_9s_dy
7.121787,13.455842
4.1077695,8.879504
3.484602,10.3895645
5.44761,-5.624908
-0.17175867,-2.2083027
-4.610069,-0.070594735
-0.5452848,1.1201144
