Archean_Early_Mesoproterozoic_Faults,Felsic_granite,Mesoproterozoic_strata
0.9412386133539735,1.0,1.0
0.9052746680431555,1.0,1.0
0.904895932385271,1.0,1.0
0.9037058084423849,1.0,1.0
0.9008824410849293,1.0,1.0
0.9158390256177997,1.0,1.0
0.8978025624463202,1.0,1.0
0.8940308565406674,1.0,1.0
0.9244098622163271,1.0,1.0
0.9897416959106485,1.0,1.0
0.9730434304829861,1.0,0.9982110001731138
0.97340774914855,0.981421507697229,0.9577485006876655
0.9240221831716864,0.9469438321219779,0.9137247152039101
0.912003383916304,1.0,1.0
0.8625681199182098,1.0,1.0
0.8142004642530966,1.0,1.0
0.7777881228131787,1.0,1.0
0.7413786490041885,1.0,1.0
0.7394243449269937,1.0,1.0
0.7371380824425886,1.0,1.0
0.7341858483285488,1.0,0.8992626889815032
0.7491530808291896,1.0,0.9063498156679468
0.7311133056533606,1.0,0.9145239556616565
0.7282393331442638,1.0,0.9579178474992932
0.7998609835926342,1.0,0.9476733757840577
0.9656187433540325,1.0,1.0
0.8923172154828336,1.0,1.0
0.8663280047356303,1.0,1.0
0.9163173093470438,1.0,1.0
0.7016115621898444,1.0,1.0
0.749910016235548,1.0,1.0
0.7933463747012173,1.0,1.0
0.8294783635633727,1.0,1.0
0.8647600302896649,1.0,0.9282260625560892
0.8948827129887178,1.0,0.9846452656994558
0.8002984693486539,1.0,0.8931485754632235
0.629425235811627,1.0,0.9399090370068246
0.5644240488604011,1.0,0.9516284272124614
0.5686410605382965,1.0,0.8907941153115752
0.7213972145590919,1.0,0.9665562389951252
0.8984101176108727,1.0,0.9798527128027492
0.9296457253882804,1.0,1.0
0.7534749818488565,1.0,1.0
0.7599293718867431,1.0,1.0
0.9167130218774097,1.0,1.0
0.9734273912359533,1.0,1.0
0.9883825914365856,1.0,1.0
0.9522751144192068,1.0,1.0
0.9236691382293207,1.0,1.0
0.8112459717419436,1.0,1.0
0.6352085043315046,1.0,1.0
0.45306834508015703,1.0,1.0
0.49378215767525735,1.0,1.0
0.662214995976498,1.0,0.9899822075795843
0.8415399022748535,1.0,1.0
0.9899723983659794,1.0,1.0
0.8942878737433768,0.9950711486600853,1.0
0.7849952828611451,1.0,0.9813322858920527
0.9285660145050038,1.0,1.0
0.7876539461561529,1.0,1.0
0.7589669946036229,1.0,1.0
0.6992286762902089,1.0,1.0
0.566514315026361,1.0,1.0
0.4050444983318292,1.0,1.0
0.43991959563081895,1.0,1.0
0.6114328120908015,0.9739233767497191,0.9984537959040761
0.7632445669657381,0.9734902670716652,1.0
0.8921404080641352,1.0,1.0
0.9922113202702719,1.0,1.0
0.9430443718590148,1.0,1.0
0.8202776918504121,0.9148222326484535,0.9994121720739879
0.7880784328942277,1.0,1.0
0.7290613163882965,1.0,0.9623675071031088
0.9485378872282038,1.0,1.0
0.8835803490517802,1.0,1.0
0.9001885499140315,1.0,1.0
0.976899294912004,1.0,1.0
0.9842481738515473,1.0,0.9949309985295589
0.9960177725648678,0.9840568081113247,0.9623490718698929
0.9792041550428201,1.0,0.9511881147606737
0.8630565117048041,1.0,1.0
0.9112854746670326,1.0,1.0
0.9419379429850071,1.0,1.0
0.9887537330812537,1.0,1.0
0.983391777658136,0.9883916014360187,0.9578311111731975
0.9572761413506577,0.871142741371083,0.8013136888116024
0.8367227638881838,1.0,1.0
0.9363275084980501,1.0,1.0
0.918469871062918,1.0,1.0
0.8343337303804503,1.0,1.0
0.947723607884623,1.0,0.9537401249113906
0.9193434919442512,0.9163518877180841,0.795721651372554
0.8973077714172062,0.7961360351750232,0.6257292307992326
0.9917516640590126,0.9811899277244348,1.0
0.9247583238235059,1.0,1.0
0.963854936216495,1.0,1.0
0.9283134518862832,0.997918767036092,1.0
0.8819941738220183,1.0,0.8939533014964952
0.9399408347462288,0.9580570924576441,0.7648398322766092
0.8671305194480088,1.0,1.0
0.9112497848415783,0.9424560762873916,1.0
0.8710919221378812,0.996854434053013,1.0
0.9009627428598587,1.0,1.0
0.953611217462854,1.0,1.0
0.9969740217142427,0.9978736223884171,0.8449261564616847
0.7716268441533967,1.0,1.0
0.8760928559899189,0.9790314852751939,1.0
0.9659369275423879,0.9543274397554835,1.0
0.9479174674609531,0.9934018888437542,1.0
0.9095586106920446,1.0,1.0
0.9545618387543112,1.0,0.9129272070421032
0.9224628090633035,1.0,0.9889930685655219
0.9912258654683257,1.0,1.0
0.8880231826893303,1.0,1.0
0.8689340281835771,0.9970704770146682,1.0
0.9245907093296983,1.0,1.0
0.898278062402493,1.0,1.0
0.8434619003305783,1.0,1.0
0.9504386370339036,1.0,1.0
0.8317715844710087,1.0,1.0
0.9683135339389848,0.9778649995237481,1.0
0.9911458041938602,0.9938049194011573,1.0
0.9860611143966963,1.0,1.0
0.9701210758047916,1.0,1.0
0.8559696235474393,0.8994342158033,0.8547842751680792
0.8073330438372008,0.865479495136323,0.8609527472652547
0.8301653140920764,0.8814194150137322,0.8850285033172489
0.9921629582790524,1.0,1.0
0.9326631492895854,0.9529763733628622,0.9451008057323809
0.8430925808768464,1.0,1.0
0.7175607938563948,1.0,0.9544167177710362
0.6634016502182428,1.0,1.0
