X,Y,V1,V2,V3,V4,V5,V6,V7
139.5648847,-29.9551814,-1.011196958,-1.153203764,6.124650874,1.735843984,-0.624924788,0.274003163,-2.072112482
139.3249537,-30.19809124,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.690624,-29.95640701,11.91197504,-7.890739207,0.302140088,-0.705916621,5.231359954,2.566420636,-3.411448558
139.4792765,-30.13850251,1.591651338,1.235105165,-2.897505133,-3.854299236,-0.581542198,1.10599151,0.895124743
139.2867117,-30.13103957,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.3742914,-30.21056154,-2.799091426,-2.994446966,1.839423421,-1.952664351,-1.10281571,0.555806222,-2.394613854
139.4470689,-30.11501452,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.6365515,-29.93895223,5.051530451,15.03179841,-6.737938822,6.656898701,1.384882664,-0.244664641,1.936548748
139.323858,-30.17168505,-1.771107382,-0.607483661,-1.047713187,3.497628221,-0.393271753,-1.561850423,-1.022363323
139.6234478,-29.84363512,-0.632025464,5.55604047,-3.000703307,4.384460787,-2.33025898,-1.181743267,0.620717987
139.6827876,-29.89669705,-1.589795177,8.645839242,-3.231334593,5.567345112,-4.001385213,0.230303195,-2.106804616
139.6005112,-29.90903584,4.0056165,-0.671517565,-4.492935585,-0.459459188,1.312182143,-5.473136545,-0.14398424
139.5989215,-29.95100655,-1.667538564,-2.693875414,4.33149821,0.620854249,-1.809722685,1.834656959,-0.461446349
139.6277728,-29.89915681,2.743880064,7.437703101,-3.517334548,3.28402792,-0.832130327,-0.578159806,-3.484441239
139.5872339,-30.04513276,4.164079228,-3.462523705,2.560214733,-4.270152601,-2.266922917,0.817212901,-0.136197804
139.5716548,-29.86073124,6.945084608,-7.267489072,-3.7246304,4.216158033,-2.150908655,0.890416002,0.503278005
139.6118037,-30.01722547,2.168530623,-2.984135459,-0.898244896,-3.614645443,-1.505887101,3.554948519,4.702842587
139.6597326,-29.85053098,2.434154323,1.031621996,-3.377164824,2.332751696,-3.314196971,-3.365318156,3.387370799
139.5837874,-30.0423464,-1.513717999,2.423269523,-1.515212881,1.893778817,-2.790188585,-3.460941288,-1.325704444
139.3323053,-30.18480072,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.5171066,-30.06053996,-4.524959008,-1.74448675,-3.852811392,2.769412444,-1.118054846,-1.871864756,1.408465125
139.5807337,-29.99969203,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.6356388,-29.93721026,5.051530451,15.03179841,-6.737938822,6.656898701,1.384882664,-0.244664641,1.936548748
139.5911487,-30.05835643,2.253729556,-3.520684728,3.54367319,-3.092949267,0.599834865,-2.147131436,0.11752617
139.4855518,-30.07783384,4.805059967,3.814555153,-0.322567099,1.621752674,-1.573497576,3.449295372,-3.907475174
139.4697968,-30.10096337,3.439828356,6.545872082,1.545488396,4.276878995,-14.81374658,-0.018775008,0.40986225
139.3462929,-30.17970542,0.454700889,-0.775069944,2.727540489,2.720525176,-1.993968756,-4.596227359,-0.690523277
139.6871461,-29.9050163,10.46752543,-6.126934872,1.053514456,-0.649178446,3.473662495,2.139783192,-1.874992889
139.616742,-29.85464346,-1.963643083,10.92433764,-2.584745217,3.880780665,-2.224557201,-1.808272875,2.652813668
139.6589021,-29.97387385,-0.651376484,0.513008447,-0.444308404,1.179686413,1.136024666,-4.068963928,-2.434726267
139.5270496,-29.91659686,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.6009464,-29.85678724,-2.028750253,13.97842844,-4.720797334,4.837052549,-2.426015387,-0.071624876,3.040016242
